gene_id,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X76_C,X81_C,K_C,N_C,S_C,DS1_X
TRIM25,7706,tripartite motif containing 25,7345.078988291802,-0.02738547806508905,0.2508782119574465,-0.10915845521784143,0.9130768112747073,0.9737204660087836,8526,8250,7757,7576,7071,5409
RPS27A,6233,ribosomal protein S27a,19116.506081757,-0.030422460770532494,0.2817192112250777,-0.10798859132906868,0.9140047420854964,0.9737204660087836,20478,21690,15220,24933,18187,15526
UBFD1,56061,ubiquitin family domain containing 1,2693.57295067178,-0.03168357656562098,0.2897329008114279,-0.10935443119123767,0.912921375561292,0.9737204660087836,2464,2794,1906,3299,3020,2875
CASC3,22794,CASC3 exon junction complex subunit,6110.256412167535,-0.02060433812337972,0.1869318189900589,-0.11022381440837242,0.9122318761765521,0.9737204660087836,5597,7054,5532,6640,6420,5863
TMEM145,284339,transmembrane protein 145,4.92902576433002,0.1743369092294003,1.6227727838378674,0.1074314968587854,0.9144466682143662,0.9738322698730286,3,3,2,4,8,10
SSU72,29101,"SSU72 homolog, RNA polymerase II CTD phosphatase",3505.496669310538,0.023411491439473717,0.21883431785145394,0.10698272405046443,0.9148026852994992,0.9738527379058396,3988,3898,3742,3198,3568,2893
POLG2,11232,"DNA polymerase gamma 2, accessory subunit",513.3162941948799,0.0465977520806208,0.43606393931536885,0.10685990718191563,0.9149001204404061,0.9738527379058396,388,398,559,513,454,809
RPL23A,6147,ribosomal protein L23a,14682.620727224945,0.01947151551051082,0.18192654034162647,0.10702954870656416,0.914765537913897,0.9738527379058396,14327,17563,13897,15135,15031,13209
MGRN1,23295,mahogunin ring finger 1,3570.643524914847,0.03642632850396469,0.34188088979664133,0.10654684011625193,0.9151484938439453,0.9738527379058396,3807,3259,4973,2332,3355,3973
POMT2,29954,protein O-mannosyltransferase 2,493.2733134537258,0.05712522619386881,0.5371214860368845,0.10635438663115775,0.9153011819423169,0.9738527379058396,382,301,388,481,592,856
PROC,5624,"protein C, inactivator of coagulation factors Va and VIIIa",4.622595877171107,0.3996667461036972,3.7653393141857827,0.10614362020388624,0.9154684026864485,0.9738527379058396,15,0,0,12,0,1
ADAM21,8747,ADAM metallopeptidase domain 21,5.7615735107855475,0.23867685932473875,2.2244092401402438,0.10729898753238894,0.9145517877387126,0.9738527379058396,13,3,3,0,13,3
C14orf132,56967,chromosome 14 open reading frame 132,1316.5760271014713,0.29194541645062594,2.7551365559453407,0.10596404589116774,0.9156108787569013,0.9738527379058396,1,1565,1286,2285,0,2873
SLC16A6,9120,solute carrier family 16 member 6,98.55744761630969,-0.13492127816105276,1.2684832597923743,-0.10636425598800311,0.9152933517491212,0.9738527379058396,195,64,240,58,14,27
FOXO1,2308,forkhead box O1,1739.1472650333008,0.09636348049492847,0.9083043526560209,0.10609162029571576,0.9155096596588003,0.9738527379058396,1703,1433,3088,1856,135,2355
CCDC112,153733,coiled-coil domain containing 112,546.6559421572213,-0.1821369121687692,1.7156432405024062,-0.10616246307445161,0.9154534527202894,0.9738527379058396,205,889,0,1442,309,469
DUSP23,54935,dual specificity phosphatase 23,149.47176131345847,0.2971864529768602,2.7867433356409825,0.10664292228710182,0.9150722656659476,0.9738527379058396,1,447,0,0,406,54
ZRSR2,8233,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2",835.3087059102077,-0.0531864188019916,0.4988567237377958,-0.10661662211041366,0.9150931312133785,0.9738527379058396,543,620,1070,598,904,1345
NARF,26502,nuclear prelamin A recognition factor,3529.18647755024,-0.02581876501846575,0.24359478165196718,-0.1059906326538389,0.9155897843802175,0.9738527379058396,2969,3368,3698,3996,3063,4347
MCEMP1,199675,mast cell expressed membrane protein 1,32.773196477473405,-0.19782050396630893,1.868896035730636,-0.10584885418143228,0.915702274448575,0.9738687577038113,64,14,30,0,76,15
TBC1D30,23329,TBC1 domain family member 30,214.87119767899063,-0.18474229857493513,1.7510264572031429,-0.1055051440342129,0.9159749884235711,0.9740775945909744,76,332,10,1,681,206
ZNF416,55659,zinc finger protein 416,323.4105549399693,0.031957847892136175,0.3069127477863445,0.10412681820040738,0.9170687086895173,0.974120178904394,339,331,286,393,287,328
WAS,7454,WASP actin nucleation promoting factor,5228.523353798815,0.03272736527508614,0.31133159844695313,0.10512060272180326,0.9162801112692656,0.974120178904394,5673,5236,6666,3355,5609,5229
ABCC2,1244,ATP binding cassette subfamily C member 2,42.44690758895333,0.09617339007228579,0.9207557448567737,0.10445049146801234,0.9168118553766385,0.974120178904394,13,66,44,39,41,55
FSD2,123722,fibronectin type III and SPRY domain containing 2,10.377053001421361,0.12653242192317374,1.215400789598578,0.10410756929404728,0.9170839840743593,0.974120178904394,16,12,11,6,13,5
STARD3NL,83930,STARD3 N-terminal like,917.3902393984935,0.03987032654764556,0.38046327840475647,0.10479415178993819,0.9165391506941156,0.974120178904394,1077,1076,834,1210,688,683
URAD,646625,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,13.283877705998783,0.2309863871695436,2.2147736868890724,0.10429344927516859,0.9169364762861926,0.974120178904394,4,5,3,0,34,35
CTNS,1497,"cystinosin, lysosomal cystine transporter",726.8763260656413,0.08048962613585897,0.7667360710532154,0.1049769655747324,0.9163940865205099,0.974120178904394,1210,231,515,1257,360,840
MSH2,4436,mutS homolog 2,3510.469988331449,0.07043317144503342,0.675907878099564,0.10420528259423294,0.9170064418941456,0.974120178904394,3488,4062,4540,696,5128,3424
ALKBH3,221120,"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase",706.6303317268224,0.16745703146708163,1.5982784012181428,0.10477338074483938,0.9165556328573953,0.974120178904394,779,821,0,1071,938,681
CEP70,80321,centrosomal protein 70,1000.8347338899553,-0.0483559294178509,0.45908391204646826,-0.10533135261110246,0.9161128855580656,0.974120178904394,1452,773,637,1152,1285,776
ZNF57,126295,zinc finger protein 57,333.1283959397868,-0.04021134058728946,0.384510064893228,-0.10457812228778843,0.9167105753822942,0.974120178904394,277,357,270,449,301,369
GPR63,81491,G protein-coupled receptor 63,158.4765428278413,-0.13671261153966316,1.3128819532419167,-0.10413168617488945,0.9170648456082149,0.974120178904394,80,213,3,255,243,168
PRRT2,112476,proline rich transmembrane protein 2,20.39342990064492,-0.15389056506924612,1.4620958476412063,-0.10525340408942217,0.9161747356778164,0.974120178904394,27,5,10,4,51,27
CIAO1,9391,cytosolic iron-sulfur assembly component 1,3747.753465756735,-0.018710643002068216,0.17846526887805117,-0.10484192873882686,0.916501239041609,0.974120178904394,3484,3711,3554,4273,3568,4174
AGFG2,3268,ArfGAP with FG repeats 2,472.4793009885146,-0.04877631919150664,0.46994711278410967,-0.10379108172947565,0.9173351439930346,0.9743058414138475,430,397,654,272,527,592
MED15P9,285103,mediator complex subunit 15 pseudogene 9,7.059087375422709,-0.2232081641161102,2.162344727247269,-0.10322505995621753,0.9177843511789612,0.9746206719112024,2,0,10,4,9,18
RORA,6095,RAR related orphan receptor A,11.80214311514855,0.30112848948989906,2.9170531943751095,0.10323037305955154,0.9177801344623828,0.9746206719112024,0,5,0,2,30,35
C7orf25,79020,chromosome 7 open reading frame 25,64.65672194790612,0.07912977660060684,0.7704874269269231,0.10270093168971582,0.9182003341750097,0.9746567820454923,76,35,87,67,36,92
MAP3K7CL,56911,MAP3K7 C-terminal like,76.65478494291992,0.1750002964188407,1.7020802639703478,0.10281553703620724,0.9181093738451244,0.9746567820454923,38,144,101,0,117,66
GUSBP9,118126072,GUSB pseudogene 9,44.40309580330858,0.17611505021208654,1.7142371191077042,0.10273669158660971,0.9181719520332192,0.9746567820454923,74,0,58,41,27,70
AIF1,199,allograft inflammatory factor 1,382.2879911285861,0.14592727581325465,1.419856909052827,0.10277604375683275,0.9181407188736582,0.9746567820454923,821,336,925,165,8,65
GALK2,2585,galactokinase 2,578.5853037624574,-0.06647724056993531,0.6461208436276046,-0.1028866987121218,0.9180528945628894,0.9746567820454923,815,542,217,854,716,366
SPATS2,65244,spermatogenesis associated serine rich 2,1198.9569038700074,-0.036085067229688385,0.35182605588773963,-0.102565079037814,0.9183081595193662,0.9746901413600727,1383,893,859,1403,1405,1339
COMMD5,28991,COMM domain containing 5,529.725296302418,-0.029690841796837616,0.2901676569676841,-0.10232305732180302,0.9185002542634527,0.9748129310284611,619,561,564,553,500,419
ZNF571,51276,zinc finger protein 571,230.8966262043226,0.060034352477403345,0.5894714738787186,0.10184437269267278,0.9188802044217516,0.9750539505957503,136,196,257,261,165,389
NEURL4,84461,neuralized E3 ubiquitin protein ligase 4,1894.5118586071726,-0.04364001701329982,0.42843663277946065,-0.10185874333431166,0.9188687976279228,0.9750539505957503,1679,1076,1894,2126,1790,2951
LRRC45,201255,leucine rich repeat containing 45,1470.0858984136498,0.03861130801827837,0.38137316743752137,0.10124285428288261,0.9193576786666728,0.9753172513245811,1169,1701,2096,1233,1055,1679
SLCO5A1,81796,solute carrier organic anion transporter family member 5A1,62.64844130997233,-0.2627125500652202,2.592240395832598,-0.10134575114544495,0.9192759989642003,0.9753172513245811,0,9,0,154,52,166
POC1B-GALNT4,100528030,POC1B-GALNT4 readthrough,154.04405749527464,-0.04749543319092279,0.4689498462024647,-0.10128041106216096,0.9193278659334942,0.9753172513245811,209,139,153,178,142,114
FKBP15,23307,FKBP prolyl isomerase family member 15,2854.7908637034125,0.024981333790034203,0.24824201772793236,0.10063297913334389,0.9198418160246041,0.9753454888779592,3307,2235,3164,2572,2817,3250
CCDC47,57003,coiled-coil domain containing 47,3975.909234798091,0.037267870862604253,0.37026965744667595,0.10065062073840429,0.9198278111662087,0.9753454888779592,3834,5646,2882,4349,4625,2799
WT1,7490,WT1 transcription factor,896.1516831694199,0.07932751776394668,0.7869726094806604,0.10080086245478932,0.9197085421897787,0.9753454888779592,1276,1102,393,389,1854,427
RPL36A-HNRNPH2,100529097,RPL36A-HNRNPH2 readthrough,134.3360134313371,-0.04311145229422953,0.42661232815553607,-0.10105533630643647,0.9195065329393094,0.9753454888779592,158,100,133,133,146,146
PFKFB3,5209,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",2615.9777462190254,-0.028182568703942874,0.2791604967504689,-0.10095471612924595,0.9195864077422283,0.9753454888779592,1958,3125,3077,2617,2288,2826
AQP6,363,aquaporin 6,7.894255868856398,-0.14014256655255272,1.3926312714785618,-0.10063149479888013,0.9198429943705602,0.9753454888779592,3,5,6,11,8,15
RNF141,50862,ring finger protein 141,616.0648362044055,0.03950614253487523,0.3952311984311106,0.09995704461514368,0.9203784280180691,0.97534579156529,744,725,532,790,513,435
SMIM13,221710,small integral membrane protein 13,421.443082292284,0.05425600820282417,0.5408701728918016,0.10031244265650754,0.9200962795081222,0.97534579156529,258,678,277,499,473,374
TBC1D22A,25771,TBC1 domain family member 22A,1602.1723303069116,-0.046764170004022984,0.4657275090124958,-0.10041101094324292,0.9200180284788337,0.97534579156529,2329,1698,1831,1391,1699,775
BAZ2B,29994,bromodomain adjacent to zinc finger domain 2B,1541.2658599988272,-0.11008657723921418,1.100457667061213,-0.10003708505498614,0.9203148834864415,0.97534579156529,1214,946,4000,761,79,2374
CATSPER2P1,440278,cation channel sperm associated 2 pseudogene 1,26.648404102682672,-0.08663027001020114,0.8647617622865024,-0.10017819217762759,0.9202028590294054,0.97534579156529,17,26,32,17,34,36
MPC2,25874,mitochondrial pyruvate carrier 2,1855.8109554804935,-0.03388294803765543,0.33833034941791995,-0.10014752769282835,0.9202272033233236,0.97534579156529,1686,1949,1578,1407,2691,1964
U2AF1L4,199746,U2 small nuclear RNA auxiliary factor 1 like 4,277.1158886801794,-0.05277597383657313,0.5252615487037793,-0.1004756087073415,0.9199667462632828,0.97534579156529,199,200,273,223,357,433
RBM4,5936,RNA binding motif protein 4,3929.0430136703753,-0.018396354104788407,0.1843476693895748,-0.09979162831677629,0.920509754509231,0.9754039408661768,4248,4252,3902,4281,3763,3410
TNK1,8711,tyrosine kinase non receptor 1,12.124392683326686,0.3722309404227066,3.735245407018003,0.09965367729877582,0.92061927755852635,0.9754389787469213,0,5,32,0,0,37
PCDHGB1,56104,"protocadherin gamma subfamily B, 1",8.035332185167439,0.27676193540803273,2.785331030707656,0.09936410873852833,0.9208491787756591,0.9756015464889436,0,6,10,0,12,21
RPRD2,23248,regulation of nuclear pre-mRNA domain containing 2,4307.544614252244,0.019996744507348476,0.20228764924083104,0.09885301738585929,0.9212549728113043,0.975788372198142,4397,4701,4760,3515,4655,4138
MCF2L2,23101,MCF.2 cell line derived transforming sequence-like 2,141.552329478677,-0.14602818160089387,1.4763728273548615,-0.09891009838112828,0.9212096508779726,0.975788372198142,39,67,55,388,5,306
NACA,4666,nascent polypeptide associated complex subunit alpha,19765.792175468916,-0.023213571609315673,0.2350740254805757,-0.09875004931684306,0.921336729424841,0.9757939560021686,22641,22156,19683,18954,21574,14995
RAD54L2,23132,RAD54 like 2,2735.20476210381,0.017832048756633034,0.1823943580351882,0.09776644929550293,0.9221177492998672,0.9758304413572221,2564,2868,2610,2488,3117,2970
TMED1,11018,transmembrane p24 trafficking protein 1,524.3055952086607,0.03210132549659111,0.3257669511280434,0.09854076782630297,0.9215029014217164,0.9758304413572221,470,527,447,452,668,622
MCM5,4174,minichromosome maintenance complex component 5,14231.577022528927,0.028134124961677765,0.28582829628546236,0.09843016009016707,0.921590726666662,0.9758304413572221,15431,15374,19226,10801,12576,13040
DRP2,1821,dystrophin related protein 2,70.77485068565433,0.11008060776732603,1.1245673207038476,0.09788707687008764,0.9220219618654041,0.9758304413572221,26,55,65,15,126,144
ERMN,57471,ermin,19.780228626607908,-0.2002611517105188,2.0439246280684022,-0.09797873608469326,0.9219491782599231,0.9758304413572221,19,37,53,6,5,0
TPH2,121278,tryptophan hydroxylase 2,70.99383477948527,0.11807359536774148,1.2009616767735147,0.09831587273039069,0.9216814746270827,0.9758304413572221,156,43,33,20,153,26
AFAP1L2,84632,actin filament associated protein 1 like 2,195.94250455618567,-0.12566625111632057,1.2804770266745797,-0.0981401840864556,0.9218209792351054,0.9758304413572221,162,128,386,4,229,283
AZI2,64343,5-azacytidine induced 2,699.5284011435942,-0.027791295579102978,0.28432913994990466,-0.0977433955028298,0.9221360558867118,0.9758304413572221,695,673,553,716,865,747
MAP4,4134,microtubule associated protein 4,8854.428082856952,-0.02529501126168162,0.2582846274931443,-0.09793463709857464,0.9219841957510356,0.9758304413572221,8119,7087,8178,9888,8918,11611
FAM209A,200232,family with sequence similarity 209 member A,32.42300986350271,-0.08664544588190215,0.8895562647484181,-0.09740299665744806,0.9224063650580767,0.9760355316754535,39,24,28,17,56,33
DPF1,8193,double PHD fingers 1,135.8009267612924,-0.07965838899312082,0.8192049238351782,-0.09723865991941702,0.922536867322411,0.9760695378075778,82,98,81,259,81,224
GBGT1,26301,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",506.5120296660231,-0.07918009079111556,0.8148627955651713,-0.09716984407933112,0.9225915156311005,0.9760695378075778,510,452,791,81,703,542
CARD10,29775,caspase recruitment domain family member 10,9.393955262466894,-0.36291215640287866,3.744789561141162,-0.09691122838215968,0.9227968918223781,0.9762058661583666,24,0,32,0,0,1
CCNJ,54619,cyclin J,955.8774062418938,0.0645303770543126,0.6668711894142206,0.09676587934619886,0.9229123210723794,0.976231524326548,524,1089,550,1770,499,1374
HSF2BP,11077,heat shock transcription factor 2 binding protein,26.860755825456152,0.11381872522822692,1.1771755243456632,0.09668798142188136,0.9229741845451342,0.976231524326548,32,46,14,18,46,7
ELOVL5,60481,ELOVL fatty acid elongase 5,6191.773767142361,0.043002339557252245,0.446067665654997,0.09640317572471534,0.9232003700098503,0.9763898135277849,9149,5529,3831,5561,9041,4481
PPP1R3D,5509,protein phosphatase 1 regulatory subunit 3D,230.9098448212288,0.06366534009932683,0.6646900792154761,0.0957819923752587,0.9236937195978275,0.9765832881800457,300,210,411,113,159,210
CD48,962,CD48 molecule,1343.3264566638763,-0.0963507702057804,1.0085477490782429,-0.0955341681083912,0.9238905521354323,0.9765832881800457,1825,2065,1601,1674,918,60
CCNJL,79616,cyclin J like,166.2310344473082,0.12764018990377782,1.3371422224236689,0.09545745229136551,0.9239514840343119,0.9765832881800457,276,149,389,4,88,104
KIF9,64147,kinesin family member 9,212.3575297523347,-0.03829761944062847,0.40126694022226694,-0.09544175111813329,0.9239639548200982,0.9765832881800457,221,260,195,246,209,158
PDE9A,5152,phosphodiesterase 9A,141.06939583301573,-0.182077606630883,1.8984871933547751,-0.09590668152421805,0.923594687956347,0.9765832881800457,342,53,446,5,3,7
TOMM34,10953,translocase of outer mitochondrial membrane 34,2171.715784055354,-0.03139880991722702,0.32827445994301535,-0.09564804378225919,0.9238001066688188,0.9765832881800457,2500,2572,1929,2640,2062,1477
TLK1,9874,tousled like kinase 1,4002.5520780816973,-0.02650702380768146,0.27672504585969976,-0.0957883075792156,0.9236887038561498,0.9765832881800457,3972,4248,2925,5140,4134,3883
SCRIB,23513,scribble planar cell polarity protein,5416.338608617869,-0.016907861191866068,0.17722788794676264,-0.09540180943162291,0.9239956789168625,0.9765832881800457,4767,6245,5810,5309,5344,5423
TELO2,9894,telomere maintenance 2,3140.5229641088727,0.03352065826758249,0.35176687242632587,0.09529225431710618,0.9240826948176968,0.9765943522601206,2242,2838,2881,2795,3705,4632
SPTSSA,171546,serine palmitoyltransferase small subunit A,977.6998198650917,-0.02597107908935593,0.27287034370756375,-0.09517736056062304,0.9241739519961376,0.9766098964272942,859,860,914,961,1106,1241
TMEM63A,9725,transmembrane protein 63A,934.7159078632806,0.04993187979012422,0.526349958826764,0.09486441283556393,0.9244225234445214,0.9767916642459171,1081,494,1200,1023,552,1331
MFSD9,84804,major facilitator superfamily domain containing 9,493.55324394989503,0.021476040334811656,0.2292367094147906,0.09368499656811946,0.9253593888580303,0.976823775814594,494,484,443,534,503,540
MATN2,4147,matrilin 2,12.023209832572476,0.1054506092083831,1.1206367455800683,0.09409883231501512,0.9250306479447311,0.976823775814594,16,13,17,12,6,9
UBE3C,9690,ubiquitin protein ligase E3C,2723.567561981243,0.04102608900692181,0.43568150278065054,0.0941653220186787,0.9249778313557432,0.976823775814594,3216,2878,3576,3195,1339,2332
MORN2,729967,MORN repeat containing 2,66.76477185071944,0.10487188382158061,1.112297204723574,0.09428404870229191,0.9248835207570928,0.976823775814594,93,64,9,136,49,54
ARID3B,10620,AT-rich interaction domain 3B,606.5484659197217,0.04573428988700754,0.48758989754216153,0.09379663138540095,0.9252707076540945,0.976823775814594,949,350,742,553,509,581
DSTYK,25778,dual serine/threonine and tyrosine protein kinase,334.7801953644136,0.0642813846867965,0.6790602720798629,0.09466226685580055,0.9245830900283206,0.976823775814594,157,318,208,514,266,572
TM6SF1,53346,transmembrane 6 superfamily member 1,113.37940766154766,0.16602064037180259,1.7724087690563675,0.09366949840819856,0.9253717004620773,0.976823775814594,0,54,179,93,51,314
ATP6V1G2,534,ATPase H+ transporting V1 subunit G2,66.37868622528984,-0.09065315575592658,0.9613945280467379,-0.09429339684313193,0.9248760951017042,0.976823775814594,33,26,69,47,91,138
ZNF320,162967,zinc finger protein 320,158.80020842218775,0.07881872493566687,0.8388335303877612,0.09396229654676767,0.9251391071801331,0.976823775814594,84,150,68,104,295,265
LPXN,9404,leupaxin,2229.0056292940158,-0.09174206221536338,0.9718222482874024,-0.09440210118366418,0.9247897467580513,0.976823775814594,4654,1722,4028,1357,1570,189
NUDT1,4521,nudix hydrolase 1,2164.4380333275158,-0.063339988600479,0.6744597759664268,-0.09391218106331063,0.9251789175153031,0.976823775814594,3752,1937,2361,3240,1077,757
NFKB2,4791,nuclear factor kappa B subunit 2,1159.2109729989706,-0.04074247481558714,0.4327012736401732,-0.09415843515512244,0.9249833019715128,0.976823775814594,985,989,1302,676,1577,1518
FRK,2444,fyn related Src family tyrosine kinase,45.91292906883763,0.07483981550339971,0.803802549801471,0.0931072133596543,0.9258183868998261,0.9769010955604703,32,42,34,70,31,70
TCP11,6954,t-complex 11,12.320353031950326,0.2554990602092858,2.7576828089962655,0.09264990860289755,0.9261816929010047,0.9769010955604703,16,4,0,0,34,21
CHRNB1,1140,cholinergic receptor nicotinic beta 1 subunit,331.6593754420482,-0.06892813237885145,0.7438750557599397,-0.0926609003019126,0.9261729603591708,0.9769010955604703,240,147,548,187,292,604
PLTP,5360,phospholipid transfer protein,326.69902260104357,-0.07138500165296817,0.7682954500312927,-0.09291347703550848,0.9259722989388923,0.9769010955604703,128,484,444,445,122,361
NRSN2,80023,neurensin 2,356.1885058480125,-0.1358963977423888,1.4673506784012034,-0.09261344254153264,0.9262106640460455,0.9769010955604703,40,285,404,4,721,715
ZNF177,7730,zinc finger protein 177,186.57539886687803,-0.06543783073705375,0.7044160203976443,-0.09289656799701115,0.9259857323003919,0.9769010955604703,117,119,185,111,281,322
USP31,57478,ubiquitin specific peptidase 31,709.627328957733,-0.05490549931072197,0.591950096849773,-0.09275359460690497,0.926099318149228,0.9769010955604703,382,547,575,1086,522,1201
COX7B,1349,cytochrome c oxidase subunit 7B,2462.010676744141,-0.02856837100011316,0.30725928839500627,-0.0929780549494284,0.9259209953016013,0.9769010955604703,2373,2040,2348,1940,3228,3033
TRPC4AP,26133,transient receptor potential cation channel subfamily C member 4 associated protein,3109.3662922196445,-0.012749267312851543,0.13750215489262793,-0.0927204909829023,0.9261256176861271,0.9769010955604703,3057,3014,3134,3293,3009,3380
E2F4,1874,E2F transcription factor 4,4406.485471092168,-0.017860847993107068,0.19308119796833323,-0.09250433590139824,0.9262973464427826,0.97691175877631,4591,5028,4372,4290,4736,3740
ERICH1,157697,glutamate rich 1,1409.716996235456,-0.025650291222710474,0.27769755054984685,-0.09236772586550501,0.9264058808077152,0.9769454643201216,1064,1758,1528,1342,1428,1443
C1orf109,54955,chromosome 1 open reading frame 109,818.3411914379642,-0.036309105543412226,0.3937093912988364,-0.09222311264567373,0.9265207750592314,0.9769858705848149,770,910,816,1161,525,786
NBPF15,284565,NBPF member 15,546.2506594161366,0.07320831818823027,0.7949149646476342,0.09209578564253307,0.9266219367939378,0.9770117908774428,827,353,1117,324,169,529
EEF2,1938,eukaryotic translation elongation factor 2,144918.8618009947,-0.02851382569153079,0.31048966201715555,-0.09183502441364798,0.92682911617298,0.9771494805499447,139665,194031,133913,129430,178969,103831
ZKSCAN5,23660,zinc finger with KRAB and SCAN domains 5,989.3777732131213,0.02106734643674897,0.22989918741050086,0.09163732449011126,0.9269861955441259,0.9771535885938989,969,1147,1129,935,904,925
ASTN2,23245,astrotactin 2,83.26176580400224,0.05200150525972406,0.5669360817335198,0.09172375323284966,0.9269175245927045,0.9771535885938989,73,72,59,92,96,114
TSSK6,83983,testis specific serine kinase 6,58.087459108844165,0.056999297868892504,0.6233919865675426,0.09143412025992863,0.9271476512413973,0.9772430382136275,51,50,62,68,42,80
GLYCTK,132158,glycerate kinase,290.35232408766416,-0.03208376833638812,0.35199177586445235,-0.09114919874930026,0.9273740403643066,0.9774009092910223,302,318,348,312,227,256
GLTP,51228,glycolipid transfer protein,1277.3989349865049,-0.038996156252357535,0.4298133003687819,-0.09072812828011288,0.9277086196652972,0.9775740621084354,1541,1029,989,2002,917,1276
LAS1L,81887,LAS1 like ribosome biogenesis factor,4082.5515271249897,-0.02908123258505105,0.32079673854378243,-0.09065314291243032,0.9277682037943986,0.9775740621084354,3109,3379,3932,4542,3984,5866
HNRNPH3,3189,heterogeneous nuclear ribonucleoprotein H3,8202.575560455925,-0.014735617683558131,0.1629925875090424,-0.09040667375588866,0.9279640535226852,0.9776996774995803,8042,7557,8235,7681,8999,9320
HOOK3,84376,hook microtubule tethering protein 3,2711.157376932862,0.04969639173351457,0.5506120043709364,0.09025664413236276,0.9280832724474567,0.9777445408657847,3067,3648,4672,1503,1883,1691
RRAS2,22800,RAS related 2,544.8287870600416,-0.05591022173372321,0.6224195350417838,-0.08982722839823767,0.9284245105192654,0.9779425285010558,678,374,228,933,515,579
HADHA,3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,8448.174199727417,-0.018758035761320475,0.20868587599436125,-0.08988646534865312,0.928377436698206,0.9779425285010558,10317,7350,8853,7855,8989,7944
DNAJC4,3338,DnaJ heat shock protein family (Hsp40) member C4,1325.9626807931716,-0.047617945905371585,0.531524994723163,-0.08958740676000138,0.9286150921130317,0.9780625233367504,1004,1128,1942,603,1532,1854
CD72,971,CD72 molecule,3619.1689229059684,0.0621122408511675,0.6969033677745302,0.08912604490564426,0.9289817389160111,0.9782064233319965,5596,4540,3811,1485,5416,1120
FBXO24,26261,F-box protein 24,13.990990835534033,0.08875047919535099,0.9948008319203044,0.08921431943722076,0.9289115854915427,0.9782064233319965,18,13,18,9,14,13
GSTM2,2946,glutathione S-transferase mu 2,247.72538781700547,-0.08350670180116032,0.9353540290404755,-0.0892781761862136,0.9288608376808234,0.9782064233319965,221,100,421,298,51,415
MAPK11,5600,mitogen-activated protein kinase 11,196.28670152992075,-0.0998678885095843,1.1232729037668092,-0.0889079476364871,0.9291550672681176,0.9783081908233593,231,93,450,147,17,255
BCL10,8915,BCL10 immune signaling adaptor,704.8149882667312,0.023315783133319102,0.26430468675736873,0.08821554933198347,0.9297053589181481,0.9784755994376408,770,638,747,791,574,761
PGBD4,161779,piggyBac transposable element derived 4,228.21663615960665,0.037446890684662004,0.42866532211491576,0.08735693967477806,0.9303877956402274,0.9784755994376408,205,230,304,164,213,271
ZNF649,65251,zinc finger protein 649,247.2445843478854,0.04677567965801034,0.5352879104210161,0.08738415112200126,0.9303661667576082,0.9784755994376408,204,202,156,237,342,362
ADCK2,90956,aarF domain containing kinase 2,963.828773641496,0.03074512837780002,0.34764191222783514,0.08843907278260077,0.9295277073550174,0.9784755994376408,777,1333,777,1002,1102,862
NFKBID,84807,NFKB inhibitor delta,112.93257277655819,0.08285922075324152,0.9445443760031115,0.08772401049473674,0.9300960355739256,0.9784755994376408,161,33,96,190,45,161
EVPL,2125,envoplakin,617.0782293964179,-0.32039011487394975,3.6368860613633496,-0.08809462531082042,0.9298014681533369,0.9784755994376408,1184,485,3,2060,0,0
PPAN-P2RY11,692312,PPAN-P2RY11 readthrough,428.29841498928585,-0.05365944732124233,0.6095196255051336,-0.08803563507372314,0.9298483533913279,0.9784755994376408,752,273,479,298,542,256
SMIM19,114926,small integral membrane protein 19,549.8392255789013,-0.04785237316974541,0.5432026375947779,-0.088093042739315,0.9298027259725581,0.9784755994376408,696,725,587,552,550,226
GAN,8139,gigaxonin,213.51248688737095,-0.03649197021157338,0.4172595206914421,-0.0874562913534062,0.9303088267047215,0.9784755994376408,174,203,191,275,187,267
LAMA1,284217,laminin subunit alpha 1,11.186441014931258,-0.10264318513672349,1.1726909361563107,-0.0875279086518342,0.9302519026585286,0.9784755994376408,8,7,15,13,7,18
MID1IP1,58526,MID1 interacting protein 1,5928.029004338623,-0.03595635867346573,0.40861210748775917,-0.08799631243071493,0.9298796070282964,0.9784755994376408,4361,4696,8406,4957,4779,8842
COG8,84342,component of oligomeric golgi complex 8,1651.8491098296006,-0.020220887888721038,0.23109512557216758,-0.08750027867812536,0.9302738639291661,0.9784755994376408,1956,1414,1880,1541,1606,1636
FOCAD,54914,focadhesin,522.5282631542043,-0.1425426850527492,1.6340523059646685,-0.08723263296556387,0.9304866008594893,0.9784988504587343,434,307,993,0,667,778
GORASP1,64689,golgi reassembly stacking protein 1,1044.3699160484846,0.0446191184320384,0.5139213268718915,0.08682091226613153,0.930813864804381,0.9786661167832639,842,845,1671,683,755,1555
NADK2,133686,"NAD kinase 2, mitochondrial",2145.3279119238855,-0.04902436088202549,0.5652149154629822,-0.08673578764613521,0.930881529171507,0.9786661167832639,1773,2620,880,1868,3846,2043
